bank_id;card_id;transaction_date;amount;designation;founding_date;name;card_type;branch_id;branch_location
344;15;2023-10-07;146,64;Lusitania Bank;2021-04-08;Green Debit Card;debit;5,0;Coimbra - Baixa
90;203;2024-09-21;1485,11;Nova Caixa;2022-02-14;Gold Mastercard;credit;;Leiria - Centro
291;857;2032-12-21;108,71;Credito Nacional;2025-10-18;Business Debit;debit;;Viseu - Rossio
71;225;2025-06-08;1296,09;Banco Horizonte;2024-02-16;Infinite Visa;premium credit;;Braga - Centro
455;115;2033-10-03;219,99;Banco Horizonte;2024-08-02;Prepaid Travel Card;prepaid;;Porto - Boavista
196;793;2023-09-08;71,34;FinPrime Bank;2021-09-20;Student Debit;debit;;Porto - Boavista
195;353;2022-09-21;569,33;Credito Nacional;2022-09-13;Prepaid Travel Card;prepaid;;Guimaraes - Centro
143;474;2024-03-10;103,0;Banco Horizonte;2021-11-29;Green Debit Card;debit;48,0;Viseu - Rossio
285;340;2026-04-17;65,7;Credito Nacional;2021-08-27;Visa Electron;debit;178,0;Viseu - Rossio
262;538;2023-08-29;83,73;FinPrime Bank;2021-11-03;Student Debit;debit;;Lisboa - Saldanha
320;328;2025-02-06;179,22;Lusitania Bank;2022-04-22;Debit Plus;debit;;Porto - Boavista
287;907;2025-10-10;125,77;Banco Horizonte;2024-11-24;Everyday Debit;debit;103,0;Braga - Centro
485;552;2024-08-25;6021,45;Banco Horizonte;2023-03-26;Business Gold Mastercard;business credit;21,0;Porto - Boavista
296;741;2023-01-06;463,69;Lusitania Bank;2022-01-13;Travel Rewards Visa;credit;98,0;Viseu - Rossio
52;88;2024-01-16;2062,37;FinPrime Bank;2022-09-29;Platinum Visa;premium credit;59,0;Leiria - Centro
157;52;2026-02-16;587,88;Banco Atlantico;2025-06-01;Golden Visa;credit;;Braga - Centro
259;990;2031-09-20;4500,0;Banco Atlantico;2025-12-07;Infinite Visa;premium credit;;Leiria - Centro
334;654;2025-10-02;3337,0;FinPrime Bank;2021-05-07;Business Gold Mastercard;business credit;134,0;Aveiro - Forum
136;766;2032-01-24;607,95;FinPrime Bank;2023-09-12;Golden Visa;credit;;Leiria - Centro
160;325;2024-12-01;297,06;FinPrime Bank;2023-03-01;Classic Visa;credit;158,0;Viseu - Rossio
160;325;2024-12-01;1600,0;FinPrime Bank;2023-03-01;Classic Visa;credit;185,0;Coimbra - Baixa
300;819;2028-03-29;4500,0;Nova Caixa;2025-10-22;Platinum Visa;premium credit;;Viseu - Rossio
273;116;2024-02-09;290,25;Credito Nacional;2022-05-05;Silver Mastercard;credit;;Guimaraes - Centro
53;312;2022-11-03;102,87;Banco Horizonte;2022-10-10;Everyday Debit;debit;;Braga - Centro
369;36;2029-10-25;1300,26;Credito Nacional;2023-12-13;Classic Visa;credit;;Guimaraes - Centro
134;235;2029-01-19;1028,2;Lusitania Bank;2021-03-08;Silver Mastercard;credit;132,0;Lisboa - Saldanha
483;910;2033-04-20;2874,7;Credito Nacional;2023-08-23;Corporate Mastercard;business credit;;Porto - Boavista
19;779;2030-10-16;504,69;Banco Atlantico;2024-09-03;Silver Mastercard;credit;24,0;Aveiro - Forum
19;779;2029-01-28;1452,6;Banco Atlantico;2024-09-03;Silver Mastercard;credit;52,0;Lisboa - Saldanha
269;981;2023-12-29;3366,57;Banco Horizonte;2021-03-07;Premium Black Mastercard;premium credit;;Lisboa - Saldanha
162;366;2024-02-25;4918,05;Nova Caixa;2022-06-01;Corporate Mastercard;business credit;;Lisboa - Saldanha
150;277;2031-01-11;166,15;Nova Caixa;2025-01-04;Debit Plus;debit;;Lisboa - Saldanha
284;629;2023-06-28;180,0;Lusitania Bank;2022-08-04;Visa Electron;debit;47,0;Guimaraes - Centro
284;629;2023-06-28;78,59;Lusitania Bank;2022-08-04;Visa Electron;debit;159,0;Leiria - Centro
140;785;2027-06-08;1947,64;Lusitania Bank;2021-03-22;Platinum Visa;premium credit;;Braga - Centro
11;172;2032-02-17;661,7;Banco Horizonte;2022-05-03;Classic Visa;credit;7,0;Guimaraes - Centro
136;262;2025-05-11;58,32;FinPrime Bank;2023-09-12;Business Debit;debit;;Coimbra - Baixa
31;992;2021-07-12;168,07;Banco Atlantico;2021-02-22;Everyday Debit;debit;43,0;Braga - Centro
465;992;2029-05-05;180,0;Credito Nacional;2025-06-28;Everyday Debit;debit;;Braga - Centro
444;4;2029-08-16;3901,14;Nova Caixa;2025-04-03;Infinite Visa;premium credit;106,0;Faro - Centro
293;615;2025-11-30;4500,0;Banco Horizonte;2025-10-06;Platinum Visa;premium credit;;Porto - Boavista
318;266;2031-03-05;97,31;Nova Caixa;2024-07-05;Student Debit;debit;;Leiria - Centro
206;714;2026-01-01;111,61;Lusitania Bank;2024-06-20;Visa Electron;debit;;Guimaraes - Centro
140;457;2025-10-25;128,18;Lusitania Bank;2021-03-22;Green Debit Card;debit;;Viseu - Rossio
250;434;2027-05-24;2897,91;FinPrime Bank;2025-12-31;Corporate Mastercard;business credit;58,0;Viseu - Rossio
172;118;2024-07-02;474,38;FinPrime Bank;2022-03-29;Gold Mastercard;credit;108,0;Viseu - Rossio
232;197;2021-10-02;870,94;FinPrime Bank;2021-03-07;Travel Rewards Visa;credit;16,0;Faro - Centro
93;964;2025-09-01;1813,51;Credito Nacional;2024-10-06;Premium Black Mastercard;premium credit;;Aveiro - Forum
113;145;2029-03-17;7000,0;Banco Horizonte;2026-02-15;Corporate Mastercard;business credit;;Setubal - Avenida Luisa Todi
304;655;2034-10-29;1697,62;FinPrime Bank;2025-04-07;Corporate Mastercard;business credit;;Faro - Centro
24;536;2023-11-24;3471,07;Nova Caixa;2023-01-01;Corporate Mastercard;business credit;;Leiria - Centro
371;328;2030-05-10;106,9;Banco Horizonte;2022-01-21;Debit Plus;debit;;Guimaraes - Centro
374;223;2024-05-27;534,89;Lusitania Bank;2021-03-28;Classic Visa;credit;;Leiria - Centro
158;183;2026-09-19;246,41;Lusitania Bank;2023-08-17;Prepaid Travel Card;prepaid;;Porto - Boavista
232;98;2023-11-10;319,51;FinPrime Bank;2021-03-07;Prepaid Travel Card;prepaid;16,0;Faro - Centro
483;665;2025-07-08;453,55;Credito Nacional;2023-08-23;Classic Visa;credit;;Braga - Centro
497;116;2029-08-03;993,33;Banco Horizonte;2023-05-22;Silver Mastercard;credit;;Aveiro - Forum
434;97;2024-05-04;4500,0;Lusitania Bank;2023-04-15;Premium Black Mastercard;premium credit;117,0;Guimaraes - Centro
317;572;2025-02-05;76,54;Banco Horizonte;2021-07-22;Student Debit;debit;130,0;Setubal - Avenida Luisa Todi
317;572;2025-02-05;135,81;Banco Horizonte;2021-07-22;Student Debit;debit;138,0;Viseu - Rossio
447;700;2024-07-13;4500,0;Credito Nacional;2021-05-25;Platinum Visa;premium credit;;Faro - Centro
220;726;2025-06-21;3788,31;FinPrime Bank;2021-06-02;Premium Black Mastercard;premium credit;;Viseu - Rossio
406;979;2028-09-07;563,13;FinPrime Bank;2023-02-02;Travel Rewards Visa;credit;;Lisboa - Saldanha
256;248;2029-07-27;375,48;FinPrime Bank;2025-10-05;Travel Rewards Visa;credit;175,0;Coimbra - Baixa
252;825;2021-09-06;3060,05;Nova Caixa;2021-09-05;Corporate Mastercard;business credit;39,0;Leiria - Centro
316;724;2025-08-21;834,27;FinPrime Bank;2024-04-03;Travel Rewards Visa;credit;;Faro - Centro
14;247;2033-10-13;1270,14;Lusitania Bank;2024-06-15;Corporate Mastercard;business credit;153,0;Braga - Centro
14;247;2027-01-17;3625,41;Lusitania Bank;2024-06-15;Corporate Mastercard;business credit;189,0;Leiria - Centro
61;266;2027-02-14;61,19;Banco Atlantico;2025-04-07;Student Debit;debit;128,0;Viseu - Rossio
363;845;2029-03-04;2157,72;Credito Nacional;2023-01-16;Premium Black Mastercard;premium credit;;Leiria - Centro
230;827;2025-04-05;79,15;Lusitania Bank;2024-10-22;Student Debit;debit;22,0;Lisboa - Saldanha
433;306;2025-01-11;83,41;Banco Atlantico;2022-10-03;Visa Electron;debit;;Faro - Centro
57;878;2025-05-29;134,7;Credito Nacional;2022-10-24;Student Debit;debit;121,0;Porto - Boavista
64;46;2031-10-25;1389,43;FinPrime Bank;2025-12-31;Premium Black Mastercard;premium credit;;Guimaraes - Centro
464;160;2027-10-08;37,06;Lusitania Bank;2022-01-06;Business Debit;debit;;Lisboa - Saldanha
281;907;2029-08-18;140,06;Banco Horizonte;2025-10-29;Everyday Debit;debit;89,0;Leiria - Centro
497;525;2027-01-18;127,83;Banco Horizonte;2023-05-22;Green Debit Card;debit;;Braga - Centro
372;637;2030-02-03;4678,64;Nova Caixa;2023-12-06;Business Gold Mastercard;business credit;;Coimbra - Baixa
392;552;2032-02-20;2296,18;Lusitania Bank;2022-10-22;Business Gold Mastercard;business credit;;Viseu - Rossio
111;401;2027-05-13;1099,36;Credito Nacional;2024-11-16;Travel Rewards Visa;credit;;Braga - Centro
326;89;2026-01-18;1207,38;Lusitania Bank;2023-10-17;Infinite Visa;premium credit;9,0;Leiria - Centro
326;89;2026-01-18;1969,69;Lusitania Bank;2023-10-17;Infinite Visa;premium credit;62,0;Lisboa - Saldanha
125;902;2031-07-04;1600,0;Banco Horizonte;2025-11-24;Golden Visa;credit;;Lisboa - Saldanha
192;279;2031-01-09;124,71;Nova Caixa;2023-03-21;Business Debit;debit;;Coimbra - Baixa
345;641;2023-08-15;2207,99;Credito Nacional;2022-09-30;Premium Black Mastercard;premium credit;80,0;Setubal - Avenida Luisa Todi
8;923;2026-10-22;86,07;Lusitania Bank;2026-02-05;Debit Plus;debit;32,0;Lisboa - Saldanha
8;923;2028-02-07;53,32;Lusitania Bank;2026-02-05;Debit Plus;debit;135,0;Coimbra - Baixa
460;174;2025-08-29;4500,0;FinPrime Bank;2025-04-04;Infinite Visa;premium credit;;Coimbra - Baixa
248;17;2025-09-23;153,33;Lusitania Bank;2022-08-09;Visa Electron;debit;;Coimbra - Baixa
8;471;2031-12-06;3412,96;Lusitania Bank;2026-02-05;Premium Black Mastercard;premium credit;32,0;Lisboa - Saldanha
8;471;2035-02-11;2186,17;Lusitania Bank;2026-02-05;Premium Black Mastercard;premium credit;135,0;Coimbra - Baixa
49;53;2025-03-22;675,11;Banco Atlantico;2021-02-21;Classic Visa;credit;;Setubal - Avenida Luisa Todi
34;718;2028-06-19;1566,51;FinPrime Bank;2025-10-16;Infinite Visa;premium credit;;Leiria - Centro
309;499;2027-03-25;180,0;Credito Nacional;2025-08-01;Everyday Debit;debit;;Braga - Centro
427;474;2030-06-07;37,36;Banco Atlantico;2024-12-25;Green Debit Card;debit;133,0;Braga - Centro
427;474;2026-06-30;122,79;Banco Atlantico;2024-12-25;Green Debit Card;debit;198,0;Viseu - Rossio
20;814;2025-07-20;42,06;Lusitania Bank;2021-09-19;Green Debit Card;debit;97,0;Guimaraes - Centro
37;269;2027-12-26;731,91;Banco Atlantico;2025-10-16;Silver Mastercard;credit;;Coimbra - Baixa
451;343;2022-06-09;2261,63;Banco Atlantico;2021-04-05;Platinum Visa;premium credit;;Setubal - Avenida Luisa Todi
389;830;2031-07-01;427,14;Banco Horizonte;2023-09-02;Silver Mastercard;credit;73,0;Braga - Centro
101;293;2024-12-05;1493,68;Banco Horizonte;2021-05-14;Infinite Visa;premium credit;;Braga - Centro
309;330;2034-06-17;133,17;Credito Nacional;2025-08-01;Business Debit;debit;;Coimbra - Baixa
464;224;2022-12-31;4500,0;Lusitania Bank;2022-01-06;Platinum Visa;premium credit;;Aveiro - Forum
61;22;2032-09-29;108,14;Banco Atlantico;2025-04-07;Debit Plus;debit;128,0;Viseu - Rossio
169;183;2023-12-03;219,84;Banco Atlantico;2022-01-24;Prepaid Travel Card;prepaid;;Lisboa - Saldanha
3;793;2025-04-22;57,01;Credito Nacional;2024-12-01;Student Debit;debit;;Viseu - Rossio
429;95;2028-10-04;559,34;Credito Nacional;2025-02-25;Travel Rewards Visa;credit;82,0;Lisboa - Saldanha
58;381;2033-12-19;91,48;FinPrime Bank;2024-02-18;Business Debit;debit;;Aveiro - Forum
124;510;2029-11-23;105,23;FinPrime Bank;2026-01-26;Visa Electron;debit;6,0;Faro - Centro
124;510;2035-12-29;170,91;FinPrime Bank;2026-01-26;Visa Electron;debit;10,0;Setubal - Avenida Luisa Todi
124;510;2026-06-03;89,18;FinPrime Bank;2026-01-26;Visa Electron;debit;76,0;Faro - Centro
124;510;2033-01-19;66,41;FinPrime Bank;2026-01-26;Visa Electron;debit;109,0;Leiria - Centro
414;124;2028-09-08;52,64;Nova Caixa;2025-09-28;Debit Plus;debit;4,0;Aveiro - Forum
369;727;2024-09-06;279,25;Credito Nacional;2023-12-13;Prepaid Travel Card;prepaid;;Guimaraes - Centro
2;487;2032-04-21;40,57;Lusitania Bank;2024-12-01;Student Debit;debit;190,0;Setubal - Avenida Luisa Todi
391;373;2029-03-30;598,75;Banco Atlantico;2025-08-22;Gold Mastercard;credit;;Aveiro - Forum
364;475;2029-09-12;431,42;FinPrime Bank;2025-12-04;Gold Mastercard;credit;102,0;Lisboa - Saldanha
8;220;2033-08-16;711,47;Lusitania Bank;2026-02-05;Gold Mastercard;credit;32,0;Lisboa - Saldanha
8;220;2027-03-28;1017,42;Lusitania Bank;2026-02-05;Gold Mastercard;credit;135,0;Coimbra - Baixa
252;902;2024-09-13;979,63;Nova Caixa;2021-09-05;Golden Visa;credit;39,0;Leiria - Centro
58;551;2025-05-08;130,22;FinPrime Bank;2024-02-18;Business Debit;debit;;Leiria - Centro
288;574;2024-04-30;195,24;Nova Caixa;2022-04-17;Prepaid Travel Card;prepaid;;Coimbra - Baixa
240;707;2026-10-30;1600,0;Nova Caixa;2025-02-02;Travel Rewards Visa;credit;;Guimaraes - Centro
420;361;2028-10-20;3195,02;Nova Caixa;2022-10-13;Infinite Visa;premium credit;;Setubal - Avenida Luisa Todi
375;676;2023-08-15;424,66;Credito Nacional;2021-07-14;Prepaid Travel Card;prepaid;177,0;Guimaraes - Centro
289;862;2029-01-21;4021,15;Banco Atlantico;2025-05-09;Premium Black Mastercard;premium credit;;Faro - Centro
379;629;2021-06-29;101,04;Banco Atlantico;2021-02-25;Visa Electron;debit;;Coimbra - Baixa
231;985;2025-03-26;764,48;Credito Nacional;2024-06-12;Gold Mastercard;credit;146,0;Faro - Centro
474;139;2023-03-10;4494,06;Nova Caixa;2021-07-26;Platinum Visa;premium credit;17,0;Guimaraes - Centro
292;865;2031-12-31;60,91;FinPrime Bank;2025-06-11;Green Debit Card;debit;151,0;Porto - Boavista
124;148;2031-03-13;2060,13;FinPrime Bank;2026-01-26;Premium Black Mastercard;premium credit;6,0;Faro - Centro
124;148;2026-03-16;4084,19;FinPrime Bank;2026-01-26;Premium Black Mastercard;premium credit;10,0;Setubal - Avenida Luisa Todi
124;148;2027-08-20;2063,07;FinPrime Bank;2026-01-26;Premium Black Mastercard;premium credit;76,0;Faro - Centro
124;148;2029-10-10;1707,14;FinPrime Bank;2026-01-26;Premium Black Mastercard;premium credit;109,0;Leiria - Centro
52;160;2032-07-09;57,69;FinPrime Bank;2022-09-29;Business Debit;debit;59,0;Leiria - Centro
122;905;2033-07-09;2579,58;Lusitania Bank;2024-10-17;Infinite Visa;premium credit;83,0;Braga - Centro
471;490;2026-01-03;653,69;Credito Nacional;2023-01-27;Silver Mastercard;credit;35,0;Coimbra - Baixa
471;490;2026-01-03;1034,36;Credito Nacional;2023-01-27;Silver Mastercard;credit;142,0;Lisboa - Saldanha
471;490;2026-01-03;1600,0;Credito Nacional;2023-01-27;Silver Mastercard;credit;168,0;Viseu - Rossio
140;301;2022-07-23;3915,54;Lusitania Bank;2021-03-22;Premium Black Mastercard;premium credit;;Faro - Centro
423;756;2025-02-19;1118,52;Credito Nacional;2022-12-28;Business Gold Mastercard;business credit;;Braga - Centro
447;911;2026-04-24;1159,36;Credito Nacional;2021-05-25;Travel Rewards Visa;credit;;Lisboa - Saldanha
122;225;2031-08-04;3394,9;Lusitania Bank;2024-10-17;Infinite Visa;premium credit;83,0;Braga - Centro
62;539;2025-07-01;1972,85;Lusitania Bank;2021-11-02;Premium Black Mastercard;premium credit;;Viseu - Rossio
414;848;2034-02-08;172,31;Nova Caixa;2025-09-28;Green Debit Card;debit;4,0;Aveiro - Forum
104;776;2028-09-18;107,19;Lusitania Bank;2021-02-17;Student Debit;debit;78,0;Viseu - Rossio
104;776;2027-02-15;35,0;Lusitania Bank;2021-02-17;Student Debit;debit;118,0;Viseu - Rossio
157;44;2034-04-15;869,48;Banco Atlantico;2025-06-01;Travel Rewards Visa;credit;;Porto - Boavista
107;693;2024-12-05;270,65;Banco Horizonte;2023-08-27;Prepaid Travel Card;prepaid;;Setubal - Avenida Luisa Todi
105;13;2032-04-05;226,38;Credito Nacional;2023-09-29;Prepaid Travel Card;prepaid;;Leiria - Centro
247;824;2022-02-17;4286,11;Banco Atlantico;2021-07-09;Business Gold Mastercard;business credit;114,0;Aveiro - Forum
479;153;2021-09-18;128,07;Banco Horizonte;2021-05-12;Visa Electron;debit;;Viseu - Rossio
404;691;2024-07-21;129,26;Lusitania Bank;2022-01-04;Student Debit;debit;;Porto - Boavista
68;116;2025-09-26;1149,2;Lusitania Bank;2022-06-07;Silver Mastercard;credit;8,0;Viseu - Rossio
390;830;2028-03-25;454,51;Nova Caixa;2024-07-20;Silver Mastercard;credit;;Leiria - Centro
122;138;2026-02-11;476,42;Lusitania Bank;2024-10-17;Classic Visa;credit;83,0;Braga - Centro
344;336;2026-09-04;354,72;Lusitania Bank;2021-04-08;Prepaid Travel Card;prepaid;5,0;Coimbra - Baixa
275;720;2024-05-09;158,58;Banco Horizonte;2023-07-31;Everyday Debit;debit;;Porto - Boavista
476;189;2025-01-03;966,62;Lusitania Bank;2022-01-05;Classic Visa;credit;;Guimaraes - Centro
123;866;2028-01-10;282,62;Credito Nacional;2021-04-20;Gold Mastercard;credit;50,0;Setubal - Avenida Luisa Todi
49;429;2025-07-05;3010,48;Banco Atlantico;2021-02-21;Infinite Visa;premium credit;;Porto - Boavista
293;89;2028-06-01;1051,06;Banco Horizonte;2025-10-06;Infinite Visa;premium credit;;Setubal - Avenida Luisa Todi
338;326;2025-10-27;3226,31;Lusitania Bank;2025-02-02;Platinum Visa;premium credit;;Faro - Centro
405;973;2026-03-22;1732,75;Credito Nacional;2024-05-18;Infinite Visa;premium credit;;Braga - Centro
81;656;2021-11-11;942,26;Credito Nacional;2021-05-10;Travel Rewards Visa;credit;;Viseu - Rossio
442;626;2031-10-02;1600,0;FinPrime Bank;2025-02-28;Silver Mastercard;credit;;Leiria - Centro
320;463;2022-11-22;1919,37;Lusitania Bank;2022-04-22;Infinite Visa;premium credit;;Porto - Boavista
427;282;2030-01-28;555,41;Banco Atlantico;2024-12-25;Travel Rewards Visa;credit;133,0;Braga - Centro
427;282;2029-12-14;651,94;Banco Atlantico;2024-12-25;Travel Rewards Visa;credit;198,0;Viseu - Rossio
336;814;2029-09-10;43,64;Nova Caixa;2025-08-24;Green Debit Card;debit;196,0;Faro - Centro
302;906;2035-03-07;55,99;Lusitania Bank;2025-10-21;Debit Plus;debit;;Coimbra - Baixa
256;365;2027-02-28;6089,98;FinPrime Bank;2025-10-05;Business Gold Mastercard;business credit;175,0;Coimbra - Baixa
3;808;2025-02-15;1332,95;Credito Nacional;2024-12-01;Corporate Mastercard;business credit;;Braga - Centro
3;8;2032-04-01;2612,22;Credito Nacional;2024-12-01;Business Gold Mastercard;business credit;;Guimaraes - Centro
207;223;2023-11-26;913,1;Credito Nacional;2022-08-31;Classic Visa;credit;;Faro - Centro
189;614;2025-01-29;660,01;Credito Nacional;2024-03-18;Classic Visa;credit;;Porto - Boavista
471;537;2025-04-16;1590,64;Credito Nacional;2023-01-27;Travel Rewards Visa;credit;35,0;Coimbra - Baixa
471;537;2025-04-16;745,19;Credito Nacional;2023-01-27;Travel Rewards Visa;credit;142,0;Lisboa - Saldanha
471;537;2025-04-16;683,74;Credito Nacional;2023-01-27;Travel Rewards Visa;credit;168,0;Viseu - Rossio
46;46;2024-08-04;2467,4;FinPrime Bank;2021-12-01;Premium Black Mastercard;premium credit;;Braga - Centro
382;664;2024-01-26;927,87;FinPrime Bank;2022-12-27;Golden Visa;credit;;Setubal - Avenida Luisa Todi
459;135;2023-12-19;810,02;Credito Nacional;2021-04-05;Gold Mastercard;credit;;Coimbra - Baixa
255;25;2024-08-03;3449,25;Credito Nacional;2021-11-19;Business Gold Mastercard;business credit;;Leiria - Centro
240;684;2028-12-14;862,06;Nova Caixa;2025-02-02;Infinite Visa;premium credit;;Viseu - Rossio
434;797;2023-12-04;52,57;Lusitania Bank;2023-04-15;Green Debit Card;debit;117,0;Guimaraes - Centro
96;117;2024-11-09;123,44;Nova Caixa;2023-10-15;Green Debit Card;debit;;Coimbra - Baixa
198;524;2025-04-06;1340,7;Nova Caixa;2022-04-13;Silver Mastercard;credit;;Lisboa - Saldanha
228;297;2024-09-04;6770,99;Nova Caixa;2023-03-09;Business Gold Mastercard;business credit;;Setubal - Avenida Luisa Todi
257;371;2024-10-26;393,55;Banco Horizonte;2022-12-05;Silver Mastercard;credit;;Viseu - Rossio
247;609;2026-06-12;532,9;Banco Atlantico;2021-07-09;Silver Mastercard;credit;114,0;Aveiro - Forum
281;232;2026-10-23;180,0;Banco Horizonte;2025-10-29;Student Debit;debit;89,0;Leiria - Centro
209;592;2032-03-15;669,52;Banco Horizonte;2025-10-12;Silver Mastercard;credit;25,0;Coimbra - Baixa
94;305;2032-11-01;1103,11;FinPrime Bank;2024-02-26;Gold Mastercard;credit;15,0;Coimbra - Baixa
450;501;2026-03-21;7000,0;Nova Caixa;2021-11-30;Business Gold Mastercard;business credit;;Porto - Boavista
458;991;2024-09-18;156,35;Lusitania Bank;2023-08-18;Debit Plus;debit;;Coimbra - Baixa
441;694;2025-03-06;726,95;Credito Nacional;2022-06-26;Silver Mastercard;credit;;Porto - Boavista
39;79;2032-01-19;86,21;Credito Nacional;2025-04-30;Student Debit;debit;161,0;Porto - Boavista
384;333;2022-08-22;1053,99;Nova Caixa;2021-04-15;Travel Rewards Visa;credit;;Setubal - Avenida Luisa Todi
110;178;2025-08-25;1368,42;Lusitania Bank;2024-10-07;Business Gold Mastercard;business credit;;Coimbra - Baixa
125;860;2031-04-11;1009,89;Banco Horizonte;2025-11-24;Travel Rewards Visa;credit;;Porto - Boavista
220;542;2021-06-18;80,55;FinPrime Bank;2021-06-02;Green Debit Card;debit;;Aveiro - Forum
482;157;2029-10-10;2203,03;Lusitania Bank;2026-02-09;Infinite Visa;premium credit;156,0;Faro - Centro
77;627;2024-12-11;97,52;Banco Horizonte;2023-11-18;Green Debit Card;debit;;Faro - Centro
305;299;2030-06-20;1600,0;Banco Horizonte;2025-12-24;Travel Rewards Visa;credit;;Viseu - Rossio
448;303;2025-11-15;920,82;FinPrime Bank;2024-02-02;Silver Mastercard;credit;11,0;Porto - Boavista
448;303;2025-11-15;910,86;FinPrime Bank;2024-02-02;Silver Mastercard;credit;13,0;Braga - Centro
201;665;2023-11-15;1158,13;Credito Nacional;2021-08-26;Classic Visa;credit;;Lisboa - Saldanha
271;333;2031-09-25;840,04;Banco Atlantico;2024-08-11;Travel Rewards Visa;credit;;Guimaraes - Centro
422;640;2025-11-29;128,77;Lusitania Bank;2025-01-30;Student Debit;debit;;Braga - Centro
214;832;2025-05-17;765,39;FinPrime Bank;2021-07-27;Gold Mastercard;credit;163,0;Braga - Centro
276;644;2025-01-25;165,48;Nova Caixa;2021-10-25;Green Debit Card;debit;;Viseu - Rossio
99;920;2025-10-13;1534,92;Credito Nacional;2022-04-16;Classic Visa;credit;;Coimbra - Baixa
35;345;2023-08-25;129,48;Banco Horizonte;2021-11-10;Debit Plus;debit;;Porto - Boavista
418;213;2026-08-06;1136,01;FinPrime Bank;2022-03-25;Corporate Mastercard;business credit;;Leiria - Centro
380;394;2030-01-08;2499,74;Lusitania Bank;2024-09-06;Platinum Visa;premium credit;79,0;Leiria - Centro
380;394;2033-04-09;875,01;Lusitania Bank;2024-09-06;Platinum Visa;premium credit;199,0;Leiria - Centro
285;849;2022-01-22;980,23;Credito Nacional;2021-08-27;Gold Mastercard;credit;178,0;Viseu - Rossio
362;862;2028-08-26;4500,0;Lusitania Bank;2024-06-07;Premium Black Mastercard;premium credit;;Braga - Centro
68;919;2023-04-08;1434,07;Lusitania Bank;2022-06-07;Golden Visa;credit;8,0;Viseu - Rossio
69;351;2030-10-06;80,87;Credito Nacional;2021-03-27;Student Debit;debit;;Faro - Centro
281;747;2032-06-15;747,67;Banco Horizonte;2025-10-29;Gold Mastercard;credit;89,0;Leiria - Centro
27;162;2024-01-02;1425,63;Credito Nacional;2023-01-27;Corporate Mastercard;business credit;;Aveiro - Forum
392;863;2025-11-03;312,08;Lusitania Bank;2022-10-22;Prepaid Travel Card;prepaid;;Porto - Boavista
123;462;2024-01-03;2067,19;Credito Nacional;2021-04-20;Platinum Visa;premium credit;50,0;Setubal - Avenida Luisa Todi
453;357;2028-06-15;49,36;Credito Nacional;2024-12-10;Visa Electron;debit;;Faro - Centro
477;493;2027-11-26;56,63;Credito Nacional;2026-02-17;Visa Electron;debit;29,0;Leiria - Centro
136;117;2028-10-08;50,81;FinPrime Bank;2023-09-12;Green Debit Card;debit;;Braga - Centro
52;567;2024-05-25;180,0;FinPrime Bank;2022-09-29;Everyday Debit;debit;59,0;Leiria - Centro
22;298;2027-12-03;3794,91;FinPrime Bank;2022-05-12;Corporate Mastercard;business credit;;Viseu - Rossio
40;890;2024-10-15;134,86;FinPrime Bank;2023-08-16;Everyday Debit;debit;;Viseu - Rossio
9;531;2025-06-14;3620,21;Credito Nacional;2024-08-28;Infinite Visa;premium credit;;Lisboa - Saldanha
154;935;2022-10-31;180,0;FinPrime Bank;2022-06-08;Visa Electron;debit;19,0;Leiria - Centro
82;382;2022-10-04;7000,0;FinPrime Bank;2021-09-30;Business Gold Mastercard;business credit;;Viseu - Rossio
182;45;2024-06-25;148,3;Lusitania Bank;2023-10-29;Student Debit;debit;;Viseu - Rossio
420;734;2029-08-15;1070,17;Nova Caixa;2022-10-13;Platinum Visa;premium credit;;Braga - Centro
18;335;2027-02-20;3687,68;Nova Caixa;2022-09-25;Premium Black Mastercard;premium credit;;Viseu - Rossio
321;397;2025-11-22;75,75;Credito Nacional;2022-11-25;Everyday Debit;debit;120,0;Setubal - Avenida Luisa Todi
344;792;2028-10-06;430,72;Lusitania Bank;2021-04-08;Travel Rewards Visa;credit;5,0;Coimbra - Baixa
384;720;2021-10-09;76,8;Nova Caixa;2021-04-15;Everyday Debit;debit;;Leiria - Centro
8;144;2027-04-12;3859,53;Lusitania Bank;2026-02-05;Business Gold Mastercard;business credit;32,0;Lisboa - Saldanha
8;144;2030-04-26;991,43;Lusitania Bank;2026-02-05;Business Gold Mastercard;business credit;135,0;Coimbra - Baixa
261;404;2031-10-07;378,75;Credito Nacional;2025-12-14;Prepaid Travel Card;prepaid;;Lisboa - Saldanha
14;472;2025-02-14;547,29;Lusitania Bank;2024-06-15;Prepaid Travel Card;prepaid;153,0;Braga - Centro
14;472;2025-02-14;323,74;Lusitania Bank;2024-06-15;Prepaid Travel Card;prepaid;189,0;Leiria - Centro
21;757;2027-06-27;2081,0;Credito Nacional;2025-07-11;Corporate Mastercard;business credit;;Aveiro - Forum
196;832;2022-06-01;1098,83;FinPrime Bank;2021-09-20;Gold Mastercard;credit;;Guimaraes - Centro
388;631;2023-10-14;799,15;FinPrime Bank;2022-09-23;Classic Visa;credit;123,0;Braga - Centro
343;141;2025-12-29;180,0;Banco Atlantico;2025-03-29;Debit Plus;debit;;Porto - Boavista
491;989;2024-04-11;725,83;Banco Horizonte;2021-10-25;Platinum Visa;premium credit;;Braga - Centro
